seed,dq,dp,de,dgf,dgm,dg1,dg2,dg3,dg4,pf,pm,p1,p2,p3,p4,blue_daf,blue_dam,blue_da1,blue_da2,blue_da3,blue_da4,pink_daf,pink_dam,pink_da1,pink_da2,pink_da3,pink_da4,blue_laf,blue_lam,blue_la1,blue_la2,blue_la3,blue_la4,pink_laf,pink_lam,pink_la1,pink_la2,pink_la3,pink_la4,pedid,xr1,blue_recomb,x1,xr2,pink_recomb,x2,x
354433379,0.4,0.6,0.1,1,1,1,1,1,1,-0.58725469,-0.622391562,-0.626791438,-0.59639667,-0.577357296,-0.536298675,1,1,1,1,1,1,1,1,1,1,1,1,4,8,1,1,4,1,1,10,8,8,8,10,239,0.6089314374,0,0.9078529682,0.7024616365,0,0.8904483634,0.6370132489
1587724599,0.4,0.6,0.1,2,2,2,3,3,2,-0.004916029,0.1100631521,-0.070446139,0.7923938703,0.7782613545,-0.017211367,2,1,1,2,2,1,1,2,2,2,2,2,13,15,13,13,6,6,6,13,13,15,13,13,240,0.810939365,0,0.7552401655,0.695604028,0,0.7397814662,-0.172113669
1066604470,0.4,0.6,0.1,1,2,1,2,1,2,-0.733645868,-0.02762682,-0.696222802,-0.08399427,-0.703811723,-0.10202393,1,2,1,1,1,1,1,1,1,2,1,2,1,5,1,1,1,4,4,7,7,5,7,7,241,0.6276254107,0,0.6432852757,0.1324530342,1,0.4580539006,-1.020239297
1025412188,0.4,0.6,0.1,2,1,1,1,1,2,0.1791088681,-0.536175441,-0.634262254,-0.62908357,-0.534324706,-0.17145123,2,1,1,1,1,2,1,1,1,1,1,1,2,14,11,11,11,2,11,8,8,8,8,14,242,0.571144589,0,0.0259888205,0.8955470491,0,0.2607904394,-1.7145123
375356913,0.4,0.6,0.1,1,3,2,2,2,2,-0.540290096,0.6784169986,-0.185215955,0.0556459398,0.0214370238,0.0707495144,1,2,1,1,1,1,1,2,2,2,2,2,8,6,8,8,8,8,8,5,6,6,6,6,243,0.7975663956,0,0.5788110707,0.9288645931,0,0.1584442161,0.7074951437
150370876,0.4,0.6,0.1,2,2,2,3,2,3,0.0524333692,0.0002472993,-0.097974732,0.6919609635,-0.128350963,0.9715133327,1,1,1,2,1,2,2,2,2,2,2,2,5,15,12,12,5,12,12,5,5,5,5,5,244,0.6739105311,0,0.928145295,0.9911288847,0,0.6914118392,1.7151333268
1651978579,0.4,0.6,0.1,3,2,2,3,3,2,0.8143238477,0.0302268321,0.1119101316,0.7382149415,0.6942975975,0.0130465489,2,2,2,2,2,2,2,1,1,2,2,1,3,6,3,3,9,9,9,11,11,6,6,11,245,0.8076834538,0,0.5076431057,0.8743519894,0,0.7944158389,0.1304654886
687310533,0.4,0.6,0.1,2,3,3,3,3,3,0.0137969798,0.7843903387,0.784706728,0.8138498923,0.9358248473,0.7176659878,1,2,2,2,2,2,2,2,2,2,2,2,1,10,9,9,1,9,9,5,5,10,10,5,246,0.7305480837,0,0.6923047545,0.7776825748,0,0.5541459352,-0.823340122
1993163042,0.4,0.6,0.1,1,2,1,1,2,1,-0.367019017,-0.064340545,-0.765653854,-0.63621429,-0.02866035,-0.426282155,1,2,1,1,1,1,1,1,1,1,2,1,14,11,14,4,4,4,4,1,1,11,1,1,247,0.9552095323,0,0.8439258248,0.6356755871,0,0.6345179014,1.7371784473
1149206460,0.4,0.6,0.1,1,2,2,1,1,2,-0.502629857,0.0465534127,0.0665254707,-0.465708891,-0.577398686,-0.043509607,1,1,1,1,1,1,1,2,2,1,1,2,3,12,3,2,3,2,2,8,12,8,8,8,248,0.4166734239,0,0.8405975689,0.7881935396,0,0.8004910214,-0.435096074
123461415,0.4,0.6,0.1,2,1,2,2,2,2,0.1725183055,-0.809236766,0.0835786389,-0.035763883,-0.06227958,0.1006227027,1,1,2,2,2,2,2,1,1,1,1,1,7,9,15,15,15,15,15,2,9,2,2,9,249,0.8588249413,0,0.6993378721,0.8758031213,0,0.3214261119,1.0062270274
381699039,0.4,0.6,0.1,1,1,1,1,1,1,-0.496736775,-0.451579428,-0.77223921,-0.692723391,-0.501430604,-0.562280436,1,1,1,1,1,1,1,1,1,1,1,1,9,15,9,9,13,13,13,10,15,10,15,15,250,0.8175131538,0,0.5895256482,0.9836772303,0,0.0505726426,0.3771956413
1742683800,0.4,0.6,0.1,1,2,2,1,2,1,-0.463960602,-0.215021858,0.0352746821,-0.811753926,-0.020880737,-0.543590273,1,1,1,1,1,1,1,2,2,1,2,1,7,15,7,7,7,7,10,12,12,15,15,15,251,0.4603863659,0,0.343943129,0.9372514602,0,0.1162358546,0.5640972704
606251567,0.4,0.6,0.1,1,3,2,2,2,2,-0.512217862,0.8157165265,0.1146674884,-0.011944966,0.0912378054,-0.026485195,1,2,1,1,1,1,1,2,2,2,2,2,2,13,1,1,1,1,1,2,2,13,13,13,252,0.9896612591,0,0.7901784684,0.6205397344,0,0.0048714816,-0.264851953
715910582,0.4,0.6,0.1,3,1,2,2,2,2,0.8115631328,-0.751922142,0.1057478743,-0.198802462,0.0855246628,-0.026303873,2,1,2,2,2,2,2,1,1,1,1,1,2,7,2,2,4,2,4,4,7,7,7,7,253,0.035140465,1,0.5749982617,0.58010279,0,0.1095722565,-0.263038732
1926257504,0.4,0.6,0.1,1,3,2,2,2,2,-0.641703633,0.8724800218,-0.078479684,0.0307016375,-0.091815747,0.0655619061,1,2,1,1,1,1,1,2,2,2,2,2,11,5,11,3,3,11,3,11,11,5,11,5,254,0.25821698,1,0.6096840937,0.0538200736,1,0.5850766979,0.6556190612
205739322,0.4,0.6,0.1,1,3,2,2,2,2,-0.730959254,0.8612331475,0.0505663905,0.0144105854,-0.037670249,0.0612752846,1,2,1,1,1,1,1,2,2,2,2,2,14,10,3,14,3,14,3,9,10,9,10,9,255,0.3926914262,0,0.1502445574,0.2880587379,1,0.0034473632,0.6127528463
1902741422,0.4,0.6,0.1,3,2,2,3,2,3,0.8127967373,0.1441381881,-0.092480019,0.6936691211,0.1603704645,0.9504027545,2,2,2,2,2,2,2,1,1,2,1,2,10,3,10,10,10,7,7,3,3,3,3,3,256,0.5057747231,0,0.6712409149,0.4687458461,0,0.0981158219,1.5040275446
578377257,0.4,0.6,0.1,1,2,2,2,1,2,-0.579093813,0.2362185354,0.1804420723,0.0857982067,-0.591629148,-0.005574868,1,1,1,1,1,1,1,2,2,2,1,2,11,4,11,11,11,6,6,1,1,1,4,4,257,0.2243109458,1,0.0102785649,0.0518111345,1,0.7250028191,-0.055748679
1236514616,0.4,0.6,0.1,2,2,2,2,2,1,0.1153739817,0.0153136555,-0.067126615,0.0665576194,-0.068752688,-0.656578929,2,2,2,2,1,1,1,1,1,1,2,1,7,5,7,7,7,7,15,8,8,5,8,5,258,0.1222571154,1,0.7480973577,0.1844613334,1,0.8148199445,-0.565789294
1484535161,0.4,0.6,0.1,3,2,3,2,3,2,0.8793694981,-0.03337886,0.7500301614,-0.019695023,0.6874728354,-0.053532089,2,2,2,2,2,2,2,1,2,1,2,1,5,3,5,5,5,6,6,15,3,15,3,15,259,0.5554384862,0,0.6784505791,0.6109256053,0,0.570249521,-0.535320886
50530920,0.4,0.6,0.1,2,1,2,2,2,1,-0.149899449,-0.397142355,-0.02429118,0.0065069525,-0.060384288,-0.518428067,1,1,2,2,2,1,2,1,1,1,1,1,10,11,12,10,12,10,12,6,11,6,11,6,260,0.6001962184,0,0.1508288324,0.7086284606,0,0.6868378444,0.815719329
1868040719,0.4,0.6,0.1,2,2,2,3,3,3,0.0398825386,-0.166573239,0.1165505212,0.68577553,0.7068112863,0.8973229501,2,1,2,2,2,2,1,2,1,2,2,2,1,15,1,3,1,1,3,2,15,15,2,2,261,0.714648919,0,0.4182059907,0.6218183262,0,0.9057732909,0.9732295012
1190034025,0.4,0.6,0.1,3,1,2,2,2,2,0.7009923798,-0.675806239,0.0528964474,-0.088555098,0.0209092797,-0.088753956,2,1,2,2,2,2,2,1,1,1,1,1,4,8,1,1,4,1,1,14,14,8,8,14,262,0.0574211111,1,0.3961850975,0.6965167908,0,0.8262802161,-0.887539564
290668950,0.4,0.6,0.1,2,3,2,3,2,2,0.1223882806,0.807207381,-0.053269482,0.7672243284,0.0246799803,0.0974640835,1,2,1,2,1,1,2,2,2,2,2,2,5,7,5,1,5,5,1,5,5,5,5,5,263,0.7893591606,0,0.227066286,0.4141191293,0,0.5465771265,0.9746408352
1412198456,0.4,0.6,0.1,2,2,3,2,3,1,-0.09662056,-0.082232424,0.7046058843,-0.054405174,0.8604195748,-0.686996737,2,1,2,1,2,1,1,2,2,2,2,1,4,5,14,14,4,14,14,10,10,10,5,5,264,0.8380298819,0,0.9706650143,0.5965355465,0,0.2931787387,-0.869967373
1437916444,0.4,0.6,0.1,1,2,2,1,2,1,-0.595905058,-0.135259521,-0.095718418,-0.493628643,0.1167621747,-0.632670602,1,2,1,1,1,1,1,1,2,1,2,1,11,14,11,8,11,11,8,6,6,6,14,6,265,0.3079881399,0,0.0892595323,0.6667565963,0,0.7363967019,-0.32670602
568484842,0.4,0.6,0.1,2,2,2,1,2,2,0.1099330281,-0.066597178,-0.148808914,-0.579861859,0.0431763356,-0.014505012,2,2,1,1,2,1,1,1,2,1,1,2,7,2,12,12,7,7,12,3,3,2,2,2,266,0.1652934161,1,0.5803361375,0.7029357961,0,0.0271696905,-0.145050123
1787690830,0.4,0.6,0.1,1,1,1,1,1,1,-0.546945761,-0.738853059,-0.592315337,-0.497257465,-0.610717557,-0.476520251,1,1,1,1,1,1,1,1,1,1,1,1,8,2,14,14,8,8,14,9,9,2,2,9,267,0.3016267234,0,0.3943425237,0.8588755349,0,0.6975864706,1.2347974927
1811595928,0.4,0.6,0.1,2,2,2,1,2,2,0.1039045474,-0.064036484,-0.1161709,-0.722566414,0.0760739005,0.0193159613,2,2,1,1,2,2,1,1,2,1,1,1,10,1,10,10,10,10,10,14,1,14,14,14,268,0.5671650002,0,0.0381072527,0.7825436335,0,0.9588716398,0.1931596131
242350850,0.4,0.6,0.1,1,1,1,1,1,1,-0.466505973,-0.780851454,-0.593518216,-0.563034576,-0.621447016,-0.439280668,1,1,1,1,1,1,1,1,1,1,1,1,13,2,11,13,11,11,11,13,2,2,2,2,269,0.036133593,1,0.0566846147,0.0062785274,1,0.8026009699,1.6071933194
958935477,0.4,0.6,0.1,2,2,2,3,1,3,-0.172118887,0.1950022443,-0.06672126,0.8137981951,-0.804924463,0.6015707989,1,1,1,2,1,2,2,2,2,2,1,2,7,9,7,3,7,7,3,6,6,6,9,9,270,0.1503705648,1,0.9744900213,0.0398138389,1,0.8159571792,-1.984292011
1969187797,0.4,0.6,0.1,1,2,2,1,2,1,-0.612601747,-0.121531548,-0.002110958,-0.482271391,0.0421402193,-0.486694661,1,1,1,1,1,1,1,2,2,1,2,1,11,5,11,12,11,11,12,14,14,5,5,5,271,0.8762338994,0,0.1601802447,0.9606082034,0,0.1249870915,1.1330533923
2093531147,0.4,0.6,0.1,2,2,2,1,3,1,0.2759785348,0.2203503917,0.1447144935,-0.668787093,0.8799496222,-0.541005288,1,2,2,1,2,1,2,1,1,1,2,1,8,12,1,8,1,8,1,2,2,12,12,2,272,0.5693621554,0,0.1042400855,0.7244796449,0,0.9726298512,0.5899471216
823760652,0.4,0.6,0.1,2,1,2,2,2,2,0.0096764845,-0.622965643,-0.107766907,0.012672086,0.0560815759,-0.073070302,2,1,2,2,2,2,1,1,1,1,1,1,2,13,2,2,2,2,9,2,2,2,13,2,273,0.9392103725,0,0.0775086084,0.5691898496,0,0.5143042423,-0.730703018
1457814909,0.4,0.6,0.1,2,2,2,1,1,2,-0.105170647,-0.022378683,-0.165568614,-0.739350179,-0.51547628,-0.055710801,1,2,2,1,1,2,2,1,1,1,1,1,2,8,4,2,4,4,4,15,15,15,15,15,274,0.479310638,0,0.722794351,0.3527214198,0,0.9921338586,-0.557108007
1437827906,0.4,0.6,0.1,3,2,2,3,2,2,0.6367474032,-0.115844517,0.084823485,0.7834936412,-0.044811026,-0.023639457,2,2,2,2,2,2,2,1,1,2,1,1,6,12,10,6,10,10,10,6,6,12,6,6,275,0.1724140365,1,0.1799145197,0.8108626892,0,0.8184932628,-0.236394574
1607076618,0.4,0.6,0.1,2,1,1,1,2,2,0.0592338126,-0.529490328,-0.661314495,-0.731204374,0.1235346869,-0.00034996,1,1,1,1,2,2,2,1,1,1,1,1,12,7,12,12,12,2,2,8,8,8,7,8,276,0.4895025224,0,0.9170459555,0.9137493623,0,0.5962023668,-0.003499597
1430250594,0.4,0.6,0.1,1,2,2,1,1,1,-0.586549529,0.1047800182,0.3839710123,-0.478070008,-0.625906195,-0.64612324,1,1,1,1,1,1,1,2,2,1,1,1,10,4,10,11,11,11,11,10,10,4,4,10,277,0.3737820305,0,0.7706114411,0.2967876845,1,0.3146559956,-0.461232403
1091378644,0.4,0.6,0.1,2,2,2,2,2,3,0.0134658982,-0.16747089,-0.160974868,-0.058799212,0.0493358969,0.6973837531,1,2,2,2,2,2,2,1,1,1,1,2,5,9,5,10,5,10,10,15,15,15,15,9,278,0.7012935242,0,0.9141245507,0.97329628,0,0.0935721589,-1.026162469
2124187186,0.4,0.6,0.1,2,2,2,2,3,3,-0.05251813,-0.064438016,0.0804351673,-0.197685732,0.6869235126,1.0571083834,2,2,2,2,2,2,1,1,1,1,2,2,1,13,1,13,1,1,13,13,13,13,13,13,279,0.5911494231,0,0.0135238976,0.5047095462,0,0.0409014113,2.5710838342
1185960805,0.4,0.6,0.1,2,2,3,2,1,1,0.1186303348,0.0243040754,0.7857005746,0.0034795044,-0.601628604,-0.634966113,2,2,2,2,1,1,1,1,2,1,1,1,10,7,10,10,10,9,9,14,14,7,14,14,280,0.3257674772,0,0.6337746957,0.8244824083,0,0.9960079463,-0.34966113
200233648,0.4,0.6,0.1,1,2,2,1,1,1,-0.401747079,-0.071888598,-0.064024801,-0.798018106,-0.518824855,-0.398690838,1,1,1,1,1,1,1,2,2,1,1,1,14,7,5,14,5,5,5,2,2,2,7,7,281,0.9163217754,0,0.5988520163,0.5787268023,0,0.1774167415,2.0130916248
1693955838,0.4,0.6,0.1,1,2,1,1,2,1,-0.695849193,-0.136481799,-0.405641957,-0.549832822,-0.004289987,-0.573424531,1,2,1,1,1,1,1,1,1,1,2,1,6,8,6,1,6,6,1,7,8,8,8,7,282,0.2028047797,1,0.7908561159,0.9957599002,0,0.9971694616,0.2657546856
1548335651,0.4,0.6,0.1,2,2,3,2,1,3,-0.004987263,0.0204852255,0.8737066863,0.2055785683,-0.615889674,0.7909242379,2,1,2,2,1,2,1,2,2,1,1,2,8,6,8,11,11,8,11,11,11,11,6,11,283,0.5763360442,0,0.2582172529,0.9977500094,0,0.5258074452,-0.090757621
554753839,0.4,0.6,0.1,2,2,3,3,3,1,-0.066891455,0.1159599546,0.8005672366,0.8767451118,0.7741120993,-0.60930309,2,1,2,2,2,1,1,2,2,2,2,1,4,15,4,7,4,4,7,1,1,15,15,15,284,0.0193174458,1,0.5652793732,0.3011105272,0,0.1315556486,-0.093030895
81361273,0.4,0.6,0.1,2,2,1,3,2,1,0.1034386666,0.1214512888,-0.688598752,0.8465083329,0.1266644483,-0.418707892,2,2,1,2,2,1,1,1,1,2,1,1,11,3,11,6,11,6,6,1,3,3,1,3,285,0.5374826419,0,0.8116946378,0.2058871012,1,0.5067123331,1.8129210812
304451583,0.4,0.6,0.1,2,2,3,1,2,2,0.0334989897,-0.046975298,0.9714337383,-0.64251491,-0.055991104,0.0496693614,1,2,2,1,1,1,2,1,2,1,2,2,8,6,1,8,8,8,1,6,6,6,6,6,286,0.7181593528,0,0.0621041092,0.4435370976,0,0.0198341529,0.4966936143
145456764,0.4,0.6,0.1,1,3,2,2,2,2,-0.679650201,0.7351447981,-0.022254153,0.0417036893,0.0327511038,0.138128985,1,2,1,1,1,1,1,2,2,2,2,2,14,2,4,4,14,14,4,1,1,2,2,1,287,0.909511873,0,0.4935382509,0.8073827027,0,0.9522229605,1.3812898504
887893097,0.4,0.6,0.1,2,1,2,1,2,2,-0.020368675,-0.59002135,-0.090170286,-0.547809959,-0.051868163,-0.084356655,2,1,2,1,2,2,1,1,1,1,1,1,11,14,11,11,11,11,9,3,14,14,14,3,288,0.5258141977,0,0.0243450562,0.9774656296,0,0.8083567805,-0.843566551
1124416483,0.4,0.6,0.1,2,2,2,2,1,2,0.2074593643,-0.023642591,-0.018155435,0.0232390913,-0.5233679,-0.095529108,2,2,1,2,1,1,1,1,2,1,1,2,6,3,10,6,10,6,10,10,3,3,10,3,289,0.1600502227,1,0.7118624839,0.9538029874,0,0.4829760154,-0.955291078
1145024817,0.4,0.6,0.1,2,1,2,1,2,2,-0.080242747,-0.630413521,0.1551452631,-0.57713406,-0.014870361,-0.142629868,1,1,2,1,2,2,2,1,1,1,1,1,2,13,8,2,2,8,8,13,13,13,13,13,290,0.5410889241,0,0.8562269434,0.2982144883,1,0.6571684841,-1.426298678
478269889,0.4,0.6,0.1,2,2,1,2,1,2,0.2299008972,0.1451307067,-0.638863732,-0.047170977,-0.512327571,0.0190480371,2,1,1,1,1,1,1,2,1,2,1,2,14,12,7,7,7,7,7,9,12,12,12,12,291,0.8403779458,0,0.596650366,0.068907477,1,0.9691085499,0.1904803714
1547534739,0.4,0.6,0.1,2,2,3,1,1,2,-0.097002792,0.0374740816,1.0159989697,-0.484918016,-0.596134901,-0.025810944,2,2,2,1,1,1,1,1,2,1,1,2,8,6,8,5,8,5,5,4,4,4,4,4,292,0.4077651898,0,0.7956437509,0.2423263394,1,0.0754259229,-0.258109442
1962865965,0.4,0.6,0.1,1,1,1,1,1,1,-0.665497461,-0.638557276,-0.627491812,-0.874033269,-0.513147922,-0.437184085,1,1,1,1,1,1,1,1,1,1,1,1,3,6,3,15,3,15,15,1,1,1,1,6,293,0.5056505881,0,0.719302886,0.1591050034,1,0.7342471353,1.628159151
158572907,0.4,0.6,0.1,2,2,2,2,3,3,-0.143083785,-0.047836309,0.0367893913,-0.124065032,0.7133680672,0.9504053738,1,2,1,2,2,2,2,1,2,1,2,2,7,5,7,7,6,7,6,9,5,9,9,5,294,0.1523830384,1,0.7004688497,0.8270339029,0,0.1100960486,1.5040537379
1650850184,0.4,0.6,0.1,2,2,2,3,1,2,0.0509764333,-0.117630313,0.0154305756,0.9328848846,-0.440434292,0.0045090777,1,2,2,2,1,1,2,1,1,2,1,2,8,8,5,5,5,8,5,9,8,8,8,8,295,0.9012349187,0,0.3608771355,0.6400412385,0,0.2454238675,0.0450907767
1173328838,0.4,0.6,0.1,2,2,3,2,1,3,0.0664566345,0.0006597703,0.9000800037,-0.019861892,-0.438114064,0.6663120454,1,2,2,2,1,2,2,1,2,1,1,2,5,5,5,7,5,5,7,15,5,15,15,15,296,0.1881587651,1,0.8026943625,0.0142699615,1,0.1355756806,-1.336879546
1947347284,0.4,0.6,0.1,1,1,1,1,1,1,-0.669210958,-0.571471331,-0.553566121,-0.340736761,-0.685864225,-0.429718099,1,1,1,1,1,1,1,1,1,1,1,1,8,14,3,8,3,3,3,10,10,10,14,10,297,0.7275297533,0,0.5327934867,0.1892444502,1,0.3695714,1.7028190053
1150611374,0.4,0.6,0.1,3,1,2,2,2,2,0.7634176933,-0.485004247,0.2521684793,0.1242461959,-0.193066839,-0.104921076,2,1,2,2,2,2,2,1,1,1,1,1,9,11,9,9,9,9,9,7,7,11,11,7,298,0.4515506055,0,0.1335061393,0.1187333367,1,0.4468732781,-1.049210762
1278642959,0.4,0.6,0.1,2,2,2,2,1,2,0.0535379599,-0.169673785,-0.144005772,-0.194849163,-0.619486712,-0.080081293,2,1,2,2,1,2,1,2,1,1,1,1,3,14,3,3,3,12,12,6,14,14,14,14,299,0.211397708,1,0.0903074299,0.8910177121,0,0.0870411764,-0.800812926
1522031065,0.4,0.6,0.1,2,3,2,3,3,3,-0.161886835,0.7638440597,0.0252734272,0.8236716427,0.8656021429,0.7603521282,1,2,1,2,2,2,2,2,2,2,2,2,13,1,13,8,8,13,8,8,1,8,8,8,300,0.179143176,1,0.9320060541,0.3056304065,0,0.7155118253,-0.396478718
721509095,0.4,0.6,0.1,1,1,1,1,1,1,-0.408031088,-0.624781005,-0.513452498,-0.458513935,-0.528535651,-0.702827305,1,1,1,1,1,1,1,1,1,1,1,1,7,12,8,8,7,7,8,7,12,12,12,12,301,0.7276948522,0,0.4570361937,0.2331124056,1,0.8778224605,-1.028273045
1859800248,0.4,0.6,0.1,1,3,2,2,2,2,-0.639482699,0.8767694773,-0.123826122,-0.133083882,0.0141100008,0.0468512022,1,2,1,1,1,1,1,2,2,2,2,2,4,12,4,14,4,4,14,7,12,7,12,12,302,0.9200469697,0,0.0551392264,0.4656602891,0,0.2623244809,0.4685120221
662424515,0.4,0.6,0.1,2,3,3,2,2,3,-0.049658232,0.7990048646,0.7878073124,0.1458098063,-0.15708508,0.7713433516,1,2,2,1,1,2,2,2,2,2,2,2,10,5,1,10,10,1,1,3,5,3,5,3,303,0.7455068872,0,0.7032791235,0.0802738076,1,0.0005586869,-0.286566484
1770508777,0.4,0.6,0.1,3,2,3,3,3,2,0.766792407,0.0599668243,0.9113513632,0.9211773386,0.8380437187,0.0634732313,2,1,2,2,2,2,2,2,2,2,2,1,1,10,13,13,1,13,13,10,10,10,10,10,304,0.0648986521,1,0.291243273,0.3733046653,0,0.3515594589,0.6347323128
311825228,0.4,0.6,0.1,1,3,2,2,2,2,-0.353349388,0.7801583904,0.148657783,-0.001162182,0.0312708089,0.0450297589,1,2,1,1,1,1,1,2,2,2,2,2,3,7,6,6,3,3,6,13,13,7,13,7,305,0.6417098016,0,0.3451611615,0.4559479088,0,0.0202080514,0.4502975892
1766158149,0.4,0.6,0.1,2,2,3,3,3,1,-0.022073673,0.0696843322,0.6438596092,0.6945927964,0.8493496169,-0.533568284,1,1,2,2,2,1,2,2,2,2,2,1,7,9,12,12,12,7,12,2,2,9,2,2,306,0.4838996425,0,0.0754277655,0.2687846046,1,0.3616748505,0.6643171586
231367954,0.4,0.6,0.1,2,1,1,1,2,1,0.2128116494,-0.841041947,-0.541706466,-0.537850498,0.0025305171,-0.586944188,2,1,1,1,2,1,1,1,1,1,1,1,6,3,6,6,6,6,6,9,9,3,3,3,307,0.4450622124,0,0.8450500475,0.5198685296,0,0.3162786031,0.1305581205
1796404581,0.4,0.6,0.1,1,1,1,1,1,1,-0.607597072,-0.633265289,-0.560185645,-0.475003562,-0.558940084,-0.582276628,1,1,1,1,1,1,1,1,1,1,1,1,10,15,10,10,13,10,13,13,15,15,15,13,308,0.8875331031,0,0.0973402504,0.9830187121,0,0.9377207677,0.1772337236
1541864508,0.4,0.6,0.1,3,1,2,2,2,2,0.7527485965,-0.68886125,-0.074751382,0.0426573156,-0.058492464,-0.030980572,2,1,2,2,2,2,2,1,1,1,1,1,1,12,13,13,13,1,13,4,4,12,4,12,309,0.838151195,0,0.0494299215,0.1685595434,1,0.7217525238,-0.309805719
1539497637,0.4,0.6,0.1,2,3,3,2,2,2,0.156504637,0.8436590755,1.0574684747,0.1738690657,0.1023353811,-0.012309299,2,2,2,1,1,1,1,2,2,2,2,2,15,11,11,15,11,15,11,5,11,5,11,11,310,0.2094673115,1,0.6819228705,0.9707295978,0,0.4252693096,-0.123092986
1248499431,0.4,0.6,0.1,1,2,2,2,1,1,-0.649420648,0.113925861,-0.220773126,0.0921156118,-0.441336906,-0.643382528,1,1,1,1,1,1,1,2,2,2,1,1,7,11,7,9,7,7,9,14,14,14,11,11,311,0.3558127411,0,0.479577027,0.5202621857,0,0.1239290899,-0.433825285
1113001624,0.4,0.6,0.1,1,2,2,2,1,2,-0.738153731,0.1838953733,-0.069004706,-0.045421319,-0.466041962,-0.135369371,1,2,1,1,1,1,1,1,2,2,1,2,10,6,3,10,3,3,3,12,6,6,12,12,312,0.1040146864,1,0.2572203983,0.2606173704,1,0.4796403518,-1.353693709
1397589078,0.4,0.6,0.1,2,2,2,3,3,2,-0.04207212,0.0514264624,-0.015116901,0.8509220714,0.992490685,-0.046298791,1,1,1,2,2,2,2,2,2,2,2,1,15,1,15,15,15,15,9,1,1,1,1,1,313,0.0337500977,1,0.998686641,0.423710135,0,0.2948694324,-0.462987906
1626437015,0.4,0.6,0.1,2,3,3,2,2,3,-0.204571816,0.8790194159,0.8056714251,-0.130783523,0.1443484247,0.8123887332,1,2,2,1,1,2,2,2,2,2,2,2,5,3,5,5,10,10,10,8,3,3,8,3,314,0.958662258,0,0.6314336032,0.2731298629,1,0.7217980287,0.1238873318
2079526044,0.4,0.6,0.1,3,1,2,2,2,2,0.7315748162,-0.534827406,-0.123665611,0.0599502978,0.0097123384,0.0461827761,2,1,2,2,2,2,2,1,1,1,1,1,14,6,8,8,14,14,8,8,6,8,8,8,315,0.3330875367,0,0.2223073138,0.1686129482,1,0.3390351382,0.4618277605
1732683985,0.4,0.6,0.1,1,3,2,2,2,2,-0.623657155,0.8501761507,0.1568386557,0.1423264843,0.028737725,0.0199492882,1,2,1,1,1,1,1,2,2,2,2,2,9,6,13,9,13,13,13,11,11,6,6,6,316,0.2714962537,1,0.467439289,0.2700833479,1,0.5177857101,0.1994928825
1729312515,0.4,0.6,0.1,2,1,1,2,2,1,0.1654782425,-0.595447856,-0.658956603,0.0035535937,0.0592891262,-0.531213648,1,1,1,2,2,1,2,1,1,1,1,1,15,12,15,15,15,9,9,14,12,14,12,12,317,0.13749704,1,0.2173610224,0.9549572905,0,0.3942917545,0.687863519
1923224041,0.4,0.6,0.1,3,1,2,2,2,2,0.732482739,-0.548077335,0.0104987808,0.0169192838,-0.065188997,0.0111200622,2,1,2,2,2,2,2,1,1,1,1,1,5,11,5,13,5,13,13,12,11,12,11,12,318,0.9891231852,0,0.6159362125,0.2591612941,1,0.0200637081,0.1112006219
1264266701,0.4,0.6,0.1,3,2,3,3,3,3,0.7963178439,-0.012161862,0.8317260928,0.7808945178,0.7090361617,0.7703688961,2,1,2,2,2,2,2,2,2,2,2,2,10,5,15,10,10,10,15,6,6,6,5,6,319,0.5500964753,0,0.087997553,0.3055331895,0,0.7098849312,-0.296311039
829944893,0.4,0.6,0.1,2,2,2,2,1,2,-0.034323688,0.141267931,-0.151189982,-0.038113193,-0.724747793,-0.146865059,2,2,2,2,1,1,1,1,1,1,1,2,7,4,10,10,7,10,10,9,4,9,9,4,320,0.476662413,0,0.8889648187,0.4250392222,0,0.1669176077,-1.468650592
840169185,0.4,0.6,0.1,1,2,1,1,2,2,-0.624075376,0.1035507136,-0.641403609,-0.6020975,-0.053448348,-0.177023301,1,2,1,1,1,1,1,1,1,1,2,2,15,12,15,15,15,15,15,9,12,12,12,12,321,0.9009008277,0,0.0403454392,0.6405537686,0,0.2978985334,-1.770233011
1205045398,0.4,0.6,0.1,2,1,1,1,2,1,0.0770902253,-0.522852909,-0.614935546,-0.606765185,0.1292520605,-0.701421129,1,1,1,1,2,1,2,1,1,1,1,1,6,7,6,6,8,8,8,7,7,7,7,7,322,0.1709479043,1,0.4536425683,0.3400787354,0,0.9898924772,-1.014211285
312835515,0.4,0.6,0.1,1,3,2,2,2,2,-0.647664093,0.8232789285,-0.019139502,-0.172261929,-0.143848578,0.0604303834,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,13,13,13,13,11,11,11,11,11,323,0.8439591657,0,0.7707122777,0.0164698055,1,0.1755866661,0.6043038337
429878316,0.4,0.6,0.1,3,2,3,3,2,2,0.9744471059,-0.015826987,0.6920611445,0.8674981093,-0.058478909,0.0366267046,2,1,2,2,2,2,2,2,2,2,1,1,11,13,13,11,13,11,13,7,7,7,13,7,324,0.6991716682,0,0.0353822266,0.2570359163,1,0.2694058196,0.366267046
